2021-04-26 02:47:45: Running ACOLITE
2021-04-26 02:47:45: Launching ACOLITE Python!
2021-04-26 02:47:45: Started ACOLITE Python processing
2021-04-26 02:47:45: Wrote run settings file to m:/000_remsem_op_msi_v03/remsem_op_msi/l2/s2l2_acolite//acolite_run_20210426_024744_settings.txt
2021-04-26 02:47:45: Processing 1 scene...
2021-04-26 02:47:45: Processing scene 1 of 1...
2021-04-26 02:48:41: Subsetting tile 387 of 784
2021-04-26 02:48:41: Subsetting tile 388 of 784
2021-04-26 02:48:41: Subsetting tile 389 of 784
2021-04-26 02:48:41: Subsetting tile 390 of 784
2021-04-26 02:48:41: Subsetting tile 391 of 784
2021-04-26 02:48:41: Subsetting tile 392 of 784
2021-04-26 02:48:41: Subsetting tile 393 of 784
2021-04-26 02:48:41: Subsetting tile 394 of 784
2021-04-26 02:48:41: Subsetting tile 395 of 784
2021-04-26 02:48:41: Subsetting tile 396 of 784
2021-04-26 02:48:41: Subsetting tile 397 of 784
2021-04-26 02:48:41: Subsetting tile 398 of 784
2021-04-26 02:48:41: Subsetting tile 399 of 784
2021-04-26 02:48:41: Subsetting tile 400 of 784
2021-04-26 02:48:41: Subsetting tile 401 of 784
2021-04-26 02:48:41: Subsetting tile 402 of 784
2021-04-26 02:48:41: Subsetting tile 403 of 784
2021-04-26 02:48:41: Subsetting tile 404 of 784
2021-04-26 02:48:41: Subsetting tile 405 of 784
2021-04-26 02:48:41: Subsetting tile 406 of 784
2021-04-26 02:48:41: Subsetting tile 407 of 784
2021-04-26 02:48:41: Subsetting tile 408 of 784
2021-04-26 02:48:41: Subsetting tile 409 of 784
2021-04-26 02:48:41: Subsetting tile 410 of 784
2021-04-26 02:48:41: Subsetting tile 411 of 784
2021-04-26 02:48:41: Subsetting tile 412 of 784
2021-04-26 02:48:41: Subsetting tile 413 of 784
2021-04-26 02:48:41: Subsetting tile 414 of 784
2021-04-26 02:48:41: Subsetting tile 415 of 784
2021-04-26 02:48:41: Subsetting tile 416 of 784
2021-04-26 02:48:41: Subsetting tile 417 of 784
2021-04-26 02:48:41: Subsetting tile 418 of 784
2021-04-26 02:48:41: Subsetting tile 419 of 784
2021-04-26 02:48:41: Subsetting tile 420 of 784
2021-04-26 02:48:41: Subsetting tile 421 of 784
2021-04-26 02:48:41: Subsetting tile 422 of 784
2021-04-26 02:48:41: Subsetting tile 423 of 784
2021-04-26 02:48:41: Subsetting tile 424 of 784
2021-04-26 02:48:41: Subsetting tile 425 of 784
2021-04-26 02:48:41: Subsetting tile 426 of 784
2021-04-26 02:48:41: Subsetting tile 427 of 784
2021-04-26 02:48:41: Subsetting tile 428 of 784
2021-04-26 02:48:41: Subsetting tile 429 of 784
2021-04-26 02:48:41: Subsetting tile 430 of 784
2021-04-26 02:48:41: Subsetting tile 431 of 784
2021-04-26 02:48:42: Subsetting tile 432 of 784
2021-04-26 02:48:42: Subsetting tile 433 of 784
2021-04-26 02:48:42: Subsetting tile 434 of 784
2021-04-26 02:48:42: Subsetting tile 435 of 784
2021-04-26 02:48:42: Subsetting tile 436 of 784
2021-04-26 02:48:42: Subsetting tile 437 of 784
2021-04-26 02:48:42: Subsetting tile 438 of 784
2021-04-26 02:48:42: Subsetting tile 439 of 784
2021-04-26 02:48:42: Subsetting tile 440 of 784
2021-04-26 02:48:42: Subsetting tile 441 of 784
2021-04-26 02:48:42: Subsetting tile 442 of 784
2021-04-26 02:48:42: Subsetting tile 443 of 784
2021-04-26 02:48:42: Subsetting tile 444 of 784
2021-04-26 02:48:42: Subsetting tile 445 of 784
2021-04-26 02:48:42: Subsetting tile 446 of 784
2021-04-26 02:48:42: Subsetting tile 447 of 784
2021-04-26 02:48:42: Subsetting tile 448 of 784
2021-04-26 02:48:42: Subsetting tile 449 of 784
2021-04-26 02:48:42: Subsetting tile 450 of 784
2021-04-26 02:48:42: Subsetting tile 451 of 784
2021-04-26 02:48:42: Subsetting tile 452 of 784
2021-04-26 02:48:42: Subsetting tile 453 of 784
2021-04-26 02:48:42: Subsetting tile 454 of 784
2021-04-26 02:48:42: Subsetting tile 455 of 784
2021-04-26 02:48:42: Subsetting tile 456 of 784
2021-04-26 02:48:42: Subsetting tile 457 of 784
2021-04-26 02:48:42: Subsetting tile 458 of 784
2021-04-26 02:48:42: Subsetting tile 459 of 784
2021-04-26 02:48:42: Subsetting tile 460 of 784
2021-04-26 02:48:42: Subsetting tile 461 of 784
2021-04-26 02:48:42: Subsetting tile 462 of 784
2021-04-26 02:48:42: Subsetting tile 463 of 784
2021-04-26 02:48:42: Subsetting tile 464 of 784
2021-04-26 02:48:42: Subsetting tile 465 of 784
2021-04-26 02:48:42: Subsetting tile 466 of 784
2021-04-26 02:48:42: Subsetting tile 467 of 784
2021-04-26 02:48:42: Subsetting tile 468 of 784
2021-04-26 02:48:42: Subsetting tile 469 of 784
2021-04-26 02:48:42: Subsetting tile 470 of 784
2021-04-26 02:48:42: Subsetting tile 471 of 784
2021-04-26 02:48:42: Subsetting tile 472 of 784
2021-04-26 02:48:42: Subsetting tile 473 of 784
2021-04-26 02:48:42: Subsetting tile 474 of 784
2021-04-26 02:48:42: Subsetting tile 475 of 784
2021-04-26 02:48:42: Subsetting tile 476 of 784
2021-04-26 02:48:42: Subsetting tile 477 of 784
2021-04-26 02:48:42: Subsetting tile 478 of 784
2021-04-26 02:48:42: Subsetting tile 479 of 784
2021-04-26 02:48:42: Subsetting tile 480 of 784
2021-04-26 02:48:42: Subsetting tile 481 of 784
2021-04-26 02:48:42: Subsetting tile 482 of 784
2021-04-26 02:48:42: Subsetting tile 483 of 784
2021-04-26 02:48:42: Subsetting tile 484 of 784
2021-04-26 02:48:42: Subsetting tile 485 of 784
2021-04-26 02:48:42: Subsetting tile 486 of 784
2021-04-26 02:48:42: Subsetting tile 487 of 784
2021-04-26 02:48:42: Subsetting tile 488 of 784
2021-04-26 02:48:42: Subsetting tile 489 of 784
2021-04-26 02:48:42: Subsetting tile 490 of 784
2021-04-26 02:48:42: Subsetting tile 491 of 784
2021-04-26 02:48:42: Subsetting tile 492 of 784
2021-04-26 02:48:42: Subsetting tile 493 of 784
2021-04-26 02:48:42: Subsetting tile 494 of 784
2021-04-26 02:48:42: Subsetting tile 495 of 784
2021-04-26 02:48:42: Subsetting tile 496 of 784
2021-04-26 02:48:42: Subsetting tile 497 of 784
2021-04-26 02:48:42: Subsetting tile 498 of 784
2021-04-26 02:48:42: Subsetting tile 499 of 784
2021-04-26 02:48:42: Subsetting tile 500 of 784
2021-04-26 02:48:42: Subsetting tile 501 of 784
2021-04-26 02:48:42: Subsetting tile 502 of 784
2021-04-26 02:48:42: Subsetting tile 503 of 784
2021-04-26 02:48:42: Subsetting tile 504 of 784
2021-04-26 02:48:42: Subsetting tile 505 of 784
2021-04-26 02:48:42: Subsetting tile 506 of 784
2021-04-26 02:48:42: Subsetting tile 507 of 784
2021-04-26 02:48:42: Subsetting tile 508 of 784
2021-04-26 02:48:42: Subsetting tile 509 of 784
2021-04-26 02:48:42: Subsetting tile 510 of 784
2021-04-26 02:48:42: Subsetting tile 511 of 784
2021-04-26 02:48:42: Subsetting tile 512 of 784
2021-04-26 02:48:42: Subsetting tile 513 of 784
2021-04-26 02:48:42: Subsetting tile 514 of 784
2021-04-26 02:48:42: Subsetting tile 515 of 784
2021-04-26 02:48:42: Subsetting tile 516 of 784
2021-04-26 02:48:42: Subsetting tile 517 of 784
2021-04-26 02:48:42: Subsetting tile 518 of 784
2021-04-26 02:48:42: Subsetting tile 519 of 784
2021-04-26 02:48:42: Subsetting tile 520 of 784
2021-04-26 02:48:42: Subsetting tile 521 of 784
2021-04-26 02:48:42: Subsetting tile 522 of 784
2021-04-26 02:48:42: Subsetting tile 523 of 784
2021-04-26 02:48:42: Subsetting tile 524 of 784
2021-04-26 02:48:42: Subsetting tile 525 of 784
2021-04-26 02:48:42: Subsetting tile 526 of 784
2021-04-26 02:48:42: Subsetting tile 527 of 784
2021-04-26 02:48:42: Subsetting tile 528 of 784
2021-04-26 02:48:42: Subsetting tile 529 of 784
2021-04-26 02:48:42: Subsetting tile 530 of 784
2021-04-26 02:48:42: Subsetting tile 531 of 784
2021-04-26 02:48:42: Subsetting tile 532 of 784
2021-04-26 02:48:42: Subsetting tile 533 of 784
2021-04-26 02:48:42: Subsetting tile 534 of 784
2021-04-26 02:48:42: Subsetting tile 535 of 784
2021-04-26 02:48:42: Subsetting tile 536 of 784
2021-04-26 02:48:42: Subsetting tile 537 of 784
2021-04-26 02:48:42: Subsetting tile 538 of 784
2021-04-26 02:48:42: Subsetting tile 539 of 784
2021-04-26 02:48:42: Subsetting tile 540 of 784
2021-04-26 02:48:42: Subsetting tile 541 of 784
2021-04-26 02:48:42: Subsetting tile 542 of 784
2021-04-26 02:48:42: Subsetting tile 543 of 784
2021-04-26 02:48:42: Subsetting tile 544 of 784
2021-04-26 02:48:42: Subsetting tile 545 of 784
2021-04-26 02:48:42: Subsetting tile 546 of 784
2021-04-26 02:48:42: Subsetting tile 547 of 784
2021-04-26 02:48:42: Subsetting tile 548 of 784
2021-04-26 02:48:42: Subsetting tile 549 of 784
2021-04-26 02:48:42: Subsetting tile 550 of 784
2021-04-26 02:48:42: Subsetting tile 551 of 784
2021-04-26 02:48:42: Subsetting tile 552 of 784
2021-04-26 02:48:42: Subsetting tile 553 of 784
2021-04-26 02:48:42: Subsetting tile 554 of 784
2021-04-26 02:48:42: Subsetting tile 555 of 784
2021-04-26 02:48:42: Subsetting tile 556 of 784
2021-04-26 02:48:42: Subsetting tile 557 of 784
2021-04-26 02:48:42: Subsetting tile 558 of 784
2021-04-26 02:48:42: Subsetting tile 559 of 784
2021-04-26 02:48:43: Subsetting tile 560 of 784
2021-04-26 02:48:43: Subsetting tile 561 of 784
2021-04-26 02:48:43: Subsetting tile 562 of 784
2021-04-26 02:48:43: Subsetting tile 563 of 784
2021-04-26 02:48:43: Subsetting tile 564 of 784
2021-04-26 02:48:43: Subsetting tile 565 of 784
2021-04-26 02:48:43: Subsetting tile 566 of 784
2021-04-26 02:48:43: Subsetting tile 567 of 784
2021-04-26 02:48:43: Subsetting tile 568 of 784
2021-04-26 02:48:43: Subsetting tile 569 of 784
2021-04-26 02:48:43: Subsetting tile 570 of 784
2021-04-26 02:48:43: Subsetting tile 571 of 784
2021-04-26 02:48:43: Subsetting tile 572 of 784
2021-04-26 02:48:43: Subsetting tile 573 of 784
2021-04-26 02:48:43: Subsetting tile 574 of 784
2021-04-26 02:48:43: Subsetting tile 575 of 784
2021-04-26 02:48:43: Subsetting tile 576 of 784
2021-04-26 02:48:43: Subsetting tile 577 of 784
2021-04-26 02:48:43: Subsetting tile 578 of 784
2021-04-26 02:48:43: Subsetting tile 579 of 784
2021-04-26 02:48:43: Subsetting tile 580 of 784
2021-04-26 02:48:43: Subsetting tile 581 of 784
2021-04-26 02:48:43: Subsetting tile 582 of 784
2021-04-26 02:48:43: Subsetting tile 583 of 784
2021-04-26 02:48:43: Subsetting tile 584 of 784
2021-04-26 02:48:43: Subsetting tile 585 of 784
2021-04-26 02:48:43: Subsetting tile 586 of 784
2021-04-26 02:48:43: Subsetting tile 587 of 784
2021-04-26 02:48:43: Subsetting tile 588 of 784
2021-04-26 02:48:43: Subsetting tile 589 of 784
2021-04-26 02:48:43: Subsetting tile 590 of 784
2021-04-26 02:48:43: Subsetting tile 591 of 784
2021-04-26 02:48:43: Subsetting tile 592 of 784
2021-04-26 02:48:43: Subsetting tile 593 of 784
2021-04-26 02:48:43: Subsetting tile 594 of 784
2021-04-26 02:48:43: Subsetting tile 595 of 784
2021-04-26 02:48:43: Subsetting tile 596 of 784
2021-04-26 02:48:43: Subsetting tile 597 of 784
2021-04-26 02:48:43: Subsetting tile 598 of 784
2021-04-26 02:48:43: Subsetting tile 599 of 784
2021-04-26 02:48:43: Subsetting tile 600 of 784
2021-04-26 02:48:43: Subsetting tile 601 of 784
2021-04-26 02:48:43: Subsetting tile 602 of 784
2021-04-26 02:48:43: Subsetting tile 603 of 784
2021-04-26 02:48:43: Subsetting tile 604 of 784
2021-04-26 02:48:43: Subsetting tile 605 of 784
2021-04-26 02:48:43: Subsetting tile 606 of 784
2021-04-26 02:48:43: Subsetting tile 607 of 784
2021-04-26 02:48:43: Subsetting tile 608 of 784
2021-04-26 02:48:43: Subsetting tile 609 of 784
2021-04-26 02:48:43: Subsetting tile 610 of 784
2021-04-26 02:48:43: Subsetting tile 611 of 784
2021-04-26 02:48:43: Subsetting tile 612 of 784
2021-04-26 02:48:43: Subsetting tile 613 of 784
2021-04-26 02:48:43: Subsetting tile 614 of 784
2021-04-26 02:48:43: Subsetting tile 615 of 784
2021-04-26 02:48:43: Subsetting tile 616 of 784
2021-04-26 02:48:43: Subsetting tile 617 of 784
2021-04-26 02:48:43: Subsetting tile 618 of 784
2021-04-26 02:48:43: Subsetting tile 619 of 784
2021-04-26 02:48:43: Subsetting tile 620 of 784
2021-04-26 02:48:43: Subsetting tile 621 of 784
2021-04-26 02:48:43: Subsetting tile 622 of 784
2021-04-26 02:48:43: Subsetting tile 623 of 784
2021-04-26 02:48:43: Subsetting tile 624 of 784
2021-04-26 02:48:43: Subsetting tile 625 of 784
2021-04-26 02:48:43: Subsetting tile 626 of 784
2021-04-26 02:48:43: Subsetting tile 627 of 784
2021-04-26 02:48:43: Subsetting tile 628 of 784
2021-04-26 02:48:43: Subsetting tile 629 of 784
2021-04-26 02:48:43: Subsetting tile 630 of 784
2021-04-26 02:48:43: Subsetting tile 631 of 784
2021-04-26 02:48:43: Subsetting tile 632 of 784
2021-04-26 02:48:43: Subsetting tile 633 of 784
2021-04-26 02:48:43: Subsetting tile 634 of 784
2021-04-26 02:48:43: Subsetting tile 635 of 784
2021-04-26 02:48:43: Subsetting tile 636 of 784
2021-04-26 02:48:43: Subsetting tile 637 of 784
2021-04-26 02:48:43: Subsetting tile 638 of 784
2021-04-26 02:48:43: Subsetting tile 639 of 784
2021-04-26 02:48:43: Subsetting tile 640 of 784
2021-04-26 02:48:43: Subsetting tile 641 of 784
2021-04-26 02:48:43: Subsetting tile 642 of 784
2021-04-26 02:48:43: Subsetting tile 643 of 784
2021-04-26 02:48:43: Subsetting tile 644 of 784
2021-04-26 02:48:43: Subsetting tile 645 of 784
2021-04-26 02:48:43: Subsetting tile 646 of 784
2021-04-26 02:48:43: Subsetting tile 647 of 784
2021-04-26 02:48:43: Subsetting tile 648 of 784
2021-04-26 02:48:43: Subsetting tile 649 of 784
2021-04-26 02:48:43: Subsetting tile 650 of 784
2021-04-26 02:48:43: Subsetting tile 651 of 784
2021-04-26 02:48:43: Subsetting tile 652 of 784
2021-04-26 02:48:43: Subsetting tile 653 of 784
2021-04-26 02:48:43: Subsetting tile 654 of 784
2021-04-26 02:48:43: Subsetting tile 655 of 784
2021-04-26 02:48:43: Subsetting tile 656 of 784
2021-04-26 02:48:43: Subsetting tile 657 of 784
2021-04-26 02:48:43: Subsetting tile 658 of 784
2021-04-26 02:48:43: Subsetting tile 659 of 784
2021-04-26 02:48:43: Subsetting tile 660 of 784
2021-04-26 02:48:43: Subsetting tile 661 of 784
2021-04-26 02:48:43: Subsetting tile 662 of 784
2021-04-26 02:48:43: Subsetting tile 663 of 784
2021-04-26 02:48:43: Subsetting tile 664 of 784
2021-04-26 02:48:43: Subsetting tile 665 of 784
2021-04-26 02:48:43: Subsetting tile 666 of 784
2021-04-26 02:48:43: Subsetting tile 667 of 784
2021-04-26 02:48:43: Subsetting tile 668 of 784
2021-04-26 02:48:43: Subsetting tile 669 of 784
2021-04-26 02:48:43: Subsetting tile 670 of 784
2021-04-26 02:48:43: Subsetting tile 671 of 784
2021-04-26 02:48:43: Subsetting tile 672 of 784
2021-04-26 02:48:43: Subsetting tile 673 of 784
2021-04-26 02:48:43: Subsetting tile 674 of 784
2021-04-26 02:48:43: Subsetting tile 675 of 784
2021-04-26 02:48:43: Subsetting tile 676 of 784
2021-04-26 02:48:43: Subsetting tile 677 of 784
2021-04-26 02:48:43: Subsetting tile 678 of 784
2021-04-26 02:48:43: Subsetting tile 679 of 784
2021-04-26 02:48:43: Subsetting tile 680 of 784
2021-04-26 02:48:44: Subsetting tile 681 of 784
2021-04-26 02:48:44: Subsetting tile 682 of 784
2021-04-26 02:48:44: Subsetting tile 683 of 784
2021-04-26 02:48:44: Subsetting tile 684 of 784
2021-04-26 02:48:44: Subsetting tile 685 of 784
2021-04-26 02:48:44: Subsetting tile 686 of 784
2021-04-26 02:48:44: Subsetting tile 687 of 784
2021-04-26 02:48:44: Subsetting tile 688 of 784
2021-04-26 02:48:44: Subsetting tile 689 of 784
2021-04-26 02:48:44: Subsetting tile 690 of 784
2021-04-26 02:48:44: Subsetting tile 691 of 784
2021-04-26 02:48:44: Subsetting tile 692 of 784
2021-04-26 02:48:44: Subsetting tile 693 of 784
2021-04-26 02:48:44: Subsetting tile 694 of 784
2021-04-26 02:48:44: Subsetting tile 695 of 784
2021-04-26 02:48:44: Subsetting tile 696 of 784
2021-04-26 02:48:44: Subsetting tile 697 of 784
2021-04-26 02:48:44: Subsetting tile 698 of 784
2021-04-26 02:48:44: Subsetting tile 699 of 784
2021-04-26 02:48:44: Subsetting tile 700 of 784
2021-04-26 02:48:44: Subsetting tile 701 of 784
2021-04-26 02:48:44: Subsetting tile 702 of 784
2021-04-26 02:48:44: Subsetting tile 703 of 784
2021-04-26 02:48:44: Subsetting tile 704 of 784
2021-04-26 02:48:44: Subsetting tile 705 of 784
2021-04-26 02:48:44: Subsetting tile 706 of 784
2021-04-26 02:48:44: Subsetting tile 707 of 784
2021-04-26 02:48:44: Subsetting tile 708 of 784
2021-04-26 02:48:44: Subsetting tile 709 of 784
2021-04-26 02:48:44: Subsetting tile 710 of 784
2021-04-26 02:48:44: Subsetting tile 711 of 784
2021-04-26 02:48:44: Subsetting tile 712 of 784
2021-04-26 02:48:44: Subsetting tile 713 of 784
2021-04-26 02:48:44: Subsetting tile 714 of 784
2021-04-26 02:48:44: Subsetting tile 715 of 784
2021-04-26 02:48:44: Subsetting tile 716 of 784
2021-04-26 02:48:44: Subsetting tile 717 of 784
2021-04-26 02:48:44: Subsetting tile 718 of 784
2021-04-26 02:48:44: Subsetting tile 719 of 784
2021-04-26 02:48:44: Subsetting tile 720 of 784
2021-04-26 02:48:44: Subsetting tile 721 of 784
2021-04-26 02:48:44: Subsetting tile 722 of 784
2021-04-26 02:48:44: Subsetting tile 723 of 784
2021-04-26 02:48:44: Subsetting tile 724 of 784
2021-04-26 02:48:44: Subsetting tile 725 of 784
2021-04-26 02:48:44: Subsetting tile 726 of 784
2021-04-26 02:48:44: Subsetting tile 727 of 784
2021-04-26 02:48:44: Subsetting tile 728 of 784
2021-04-26 02:48:44: Subsetting tile 729 of 784
2021-04-26 02:48:44: Subsetting tile 730 of 784
2021-04-26 02:48:44: Subsetting tile 731 of 784
2021-04-26 02:48:44: Subsetting tile 732 of 784
2021-04-26 02:48:44: Subsetting tile 733 of 784
2021-04-26 02:48:44: Subsetting tile 734 of 784
2021-04-26 02:48:44: Subsetting tile 735 of 784
2021-04-26 02:48:44: Subsetting tile 736 of 784
2021-04-26 02:48:44: Subsetting tile 737 of 784
2021-04-26 02:48:44: Subsetting tile 738 of 784
2021-04-26 02:48:44: Subsetting tile 739 of 784
2021-04-26 02:48:44: Subsetting tile 740 of 784
2021-04-26 02:48:44: Subsetting tile 741 of 784
2021-04-26 02:48:44: Subsetting tile 742 of 784
2021-04-26 02:48:44: Subsetting tile 743 of 784
2021-04-26 02:48:44: Subsetting tile 744 of 784
2021-04-26 02:48:44: Subsetting tile 745 of 784
2021-04-26 02:48:44: Subsetting tile 746 of 784
2021-04-26 02:48:44: Subsetting tile 747 of 784
2021-04-26 02:48:44: Subsetting tile 748 of 784
2021-04-26 02:48:44: Subsetting tile 749 of 784
2021-04-26 02:48:44: Subsetting tile 750 of 784
2021-04-26 02:48:44: Subsetting tile 751 of 784
2021-04-26 02:48:44: Subsetting tile 752 of 784
2021-04-26 02:48:44: Subsetting tile 753 of 784
2021-04-26 02:48:44: Subsetting tile 754 of 784
2021-04-26 02:48:44: Subsetting tile 755 of 784
2021-04-26 02:48:44: Subsetting tile 756 of 784
2021-04-26 02:48:44: Subsetting tile 757 of 784
2021-04-26 02:48:44: Subsetting tile 758 of 784
2021-04-26 02:48:44: Subsetting tile 759 of 784
2021-04-26 02:48:44: Subsetting tile 760 of 784
2021-04-26 02:48:44: Subsetting tile 761 of 784
2021-04-26 02:48:44: Subsetting tile 762 of 784
2021-04-26 02:48:44: Subsetting tile 763 of 784
2021-04-26 02:48:44: Subsetting tile 764 of 784
2021-04-26 02:48:44: Subsetting tile 765 of 784
2021-04-26 02:48:44: Subsetting tile 766 of 784
2021-04-26 02:48:44: Subsetting tile 767 of 784
2021-04-26 02:48:44: Subsetting tile 768 of 784
2021-04-26 02:48:44: Subsetting tile 769 of 784
2021-04-26 02:48:44: Subsetting tile 770 of 784
2021-04-26 02:48:44: Subsetting tile 771 of 784
2021-04-26 02:48:44: Subsetting tile 772 of 784
2021-04-26 02:48:44: Subsetting tile 773 of 784
2021-04-26 02:48:44: Subsetting tile 774 of 784
2021-04-26 02:48:44: Subsetting tile 775 of 784
2021-04-26 02:48:44: Subsetting tile 776 of 784
2021-04-26 02:48:44: Subsetting tile 777 of 784
2021-04-26 02:48:44: Subsetting tile 778 of 784
2021-04-26 02:48:44: Subsetting tile 779 of 784
2021-04-26 02:48:44: Subsetting tile 780 of 784
2021-04-26 02:48:44: Subsetting tile 781 of 784
2021-04-26 02:48:44: Subsetting tile 782 of 784
2021-04-26 02:48:44: Subsetting tile 783 of 784
2021-04-26 02:48:44: Subsetting tile 784 of 784
2021-04-26 02:48:44: Reading band B7
2021-04-26 02:48:44: Reading band B7 from input bundle: m:/000_remsem_op_msi_v03/remsem_op_msi/l1/s2l1/S2B_MSIL1C_20210223T102929_N0209_R108_T31TFJ_20210223T124328.SAFE
2021-04-26 02:48:47: Writing band B7 to m:/000_remsem_op_msi_v03/remsem_op_msi/l2/s2l2_acolite//S2B_MSI_2021_02_23_10_29_29_T31TFJ_L1R.nc
2021-04-26 02:48:47: Subsetting tile 1 of 784
2021-04-26 02:48:47: Subsetting tile 2 of 784
2021-04-26 02:48:47: Subsetting tile 3 of 784
2021-04-26 02:48:47: Subsetting tile 4 of 784
2021-04-26 02:48:47: Subsetting tile 5 of 784
2021-04-26 02:48:47: Subsetting tile 6 of 784
2021-04-26 02:48:47: Subsetting tile 7 of 784
2021-04-26 02:48:47: Subsetting tile 8 of 784
2021-04-26 02:48:47: Subsetting tile 9 of 784
2021-04-26 02:48:47: Subsetting tile 10 of 784
2021-04-26 02:48:47: Subsetting tile 11 of 784
2021-04-26 02:48:47: Subsetting tile 12 of 784
2021-04-26 02:48:47: Subsetting tile 13 of 784
2021-04-26 02:48:47: Subsetting tile 14 of 784
2021-04-26 02:48:47: Subsetting tile 15 of 784
2021-04-26 02:48:47: Subsetting tile 16 of 784
2021-04-26 02:48:47: Subsetting tile 17 of 784
2021-04-26 02:48:47: Subsetting tile 18 of 784
2021-04-26 02:48:47: Subsetting tile 19 of 784
2021-04-26 02:48:47: Subsetting tile 20 of 784
2021-04-26 02:48:47: Subsetting tile 21 of 784
2021-04-26 02:48:47: Subsetting tile 22 of 784
2021-04-26 02:48:47: Subsetting tile 23 of 784
2021-04-26 02:48:47: Subsetting tile 24 of 784
2021-04-26 02:48:47: Subsetting tile 25 of 784
2021-04-26 02:48:47: Subsetting tile 26 of 784
2021-04-26 02:48:47: Subsetting tile 27 of 784
2021-04-26 02:48:47: Subsetting tile 28 of 784
2021-04-26 02:48:47: Subsetting tile 29 of 784
2021-04-26 02:48:47: Subsetting tile 30 of 784
2021-04-26 02:48:47: Subsetting tile 31 of 784
2021-04-26 02:48:47: Subsetting tile 32 of 784
2021-04-26 02:48:47: Subsetting tile 33 of 784
2021-04-26 02:48:47: Subsetting tile 34 of 784
2021-04-26 02:48:47: Subsetting tile 35 of 784
2021-04-26 02:48:47: Subsetting tile 36 of 784
2021-04-26 02:48:47: Subsetting tile 37 of 784
2021-04-26 02:48:47: Subsetting tile 38 of 784
2021-04-26 02:48:47: Subsetting tile 39 of 784
2021-04-26 02:48:47: Subsetting tile 40 of 784
2021-04-26 02:48:47: Subsetting tile 41 of 784
2021-04-26 02:48:47: Subsetting tile 42 of 784
2021-04-26 02:48:47: Subsetting tile 43 of 784
2021-04-26 02:48:47: Subsetting tile 44 of 784
2021-04-26 02:48:47: Subsetting tile 45 of 784
2021-04-26 02:48:47: Subsetting tile 46 of 784
2021-04-26 02:48:47: Subsetting tile 47 of 784
2021-04-26 02:48:47: Subsetting tile 48 of 784
2021-04-26 02:48:47: Subsetting tile 49 of 784
2021-04-26 02:48:47: Subsetting tile 50 of 784
2021-04-26 02:48:47: Subsetting tile 51 of 784
2021-04-26 02:48:47: Subsetting tile 52 of 784
2021-04-26 02:48:47: Subsetting tile 53 of 784
2021-04-26 02:48:47: Subsetting tile 54 of 784
2021-04-26 02:48:47: Subsetting tile 55 of 784
2021-04-26 02:48:47: Subsetting tile 56 of 784
2021-04-26 02:48:47: Subsetting tile 57 of 784
2021-04-26 02:48:47: Subsetting tile 58 of 784
2021-04-26 02:48:47: Subsetting tile 59 of 784
2021-04-26 02:48:47: Subsetting tile 60 of 784
2021-04-26 02:48:47: Subsetting tile 61 of 784
2021-04-26 02:48:47: Subsetting tile 62 of 784
2021-04-26 02:48:47: Subsetting tile 63 of 784
2021-04-26 02:48:47: Subsetting tile 64 of 784
2021-04-26 02:48:47: Subsetting tile 65 of 784
2021-04-26 02:48:47: Subsetting tile 66 of 784
2021-04-26 02:48:47: Subsetting tile 67 of 784
2021-04-26 02:48:47: Subsetting tile 68 of 784
2021-04-26 02:48:47: Subsetting tile 69 of 784
2021-04-26 02:48:47: Subsetting tile 70 of 784
2021-04-26 02:48:47: Subsetting tile 71 of 784
2021-04-26 02:48:47: Subsetting tile 72 of 784
2021-04-26 02:48:47: Subsetting tile 73 of 784
2021-04-26 02:48:48: Subsetting tile 74 of 784
2021-04-26 02:48:48: Subsetting tile 75 of 784
2021-04-26 02:48:48: Subsetting tile 76 of 784
2021-04-26 02:48:48: Subsetting tile 77 of 784
2021-04-26 02:48:48: Subsetting tile 78 of 784
2021-04-26 02:48:48: Subsetting tile 79 of 784
2021-04-26 02:48:48: Subsetting tile 80 of 784
2021-04-26 02:48:48: Subsetting tile 81 of 784
2021-04-26 02:48:48: Subsetting tile 82 of 784
2021-04-26 02:48:48: Subsetting tile 83 of 784
2021-04-26 02:48:48: Subsetting tile 84 of 784
2021-04-26 02:48:48: Subsetting tile 85 of 784
2021-04-26 02:48:48: Subsetting tile 86 of 784
2021-04-26 02:48:48: Subsetting tile 87 of 784
2021-04-26 02:48:48: Subsetting tile 88 of 784
2021-04-26 02:48:48: Subsetting tile 89 of 784
2021-04-26 02:48:48: Subsetting tile 90 of 784
2021-04-26 02:48:48: Subsetting tile 91 of 784
2021-04-26 02:48:48: Subsetting tile 92 of 784
2021-04-26 02:48:48: Subsetting tile 93 of 784
2021-04-26 02:48:48: Subsetting tile 94 of 784
2021-04-26 02:48:48: Subsetting tile 95 of 784
2021-04-26 02:48:48: Subsetting tile 96 of 784
2021-04-26 02:48:48: Subsetting tile 97 of 784
2021-04-26 02:48:48: Subsetting tile 98 of 784
2021-04-26 02:48:48: Subsetting tile 99 of 784
2021-04-26 02:48:48: Subsetting tile 100 of 784
2021-04-26 02:48:48: Subsetting tile 101 of 784
2021-04-26 02:48:48: Subsetting tile 102 of 784
2021-04-26 02:48:48: Subsetting tile 103 of 784
2021-04-26 02:48:48: Subsetting tile 104 of 784
